Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Locus
ENSG00000137801,1773.1597428501796,4.808386113494068,0.20101483356445607,23.920553663778463,1.872001925878087e-126,2.9147069985921813e-122,Dep.3
ENSG00000133636,1021.2284767107722,6.120925382907277,0.2843907130660026,21.522943969997737,9.49388528096744e-103,7.390989691233152e-99,Dep.3
ENSG00000164683,699.555086714619,6.649077364519521,0.3679819124702745,18.069033121448957,5.5884506997165856e-73,2.900405913152908e-69,Dep.3
ENSG00000277632,1030.6082944617167,4.223912466524678,0.2386364286624105,17.700199798497987,4.178222826481164e-70,1.6263732352077932e-66,Dep.3
ENSG00000117318,735.1927751321666,5.136505814530132,0.29856489579014484,17.20398441664246,2.4788464362964214e-66,7.719127802627057e-63,Dep.3
ENSG00000067113,13155.296919593806,1.9442502070758068,0.11510087111296925,16.89170714587871,5.178275681024863e-64,1.343762539225952e-60,Dep.3
ENSG00000071246,1201.6722179054732,3.122445557551827,0.18893650816621654,16.52642778178615,2.3676608642982977e-61,5.2663542367320706e-58,Dep.3
ENSG00000163520,4819.787062807107,2.116107208725396,0.1286527838029496,16.448203810082504,8.639252260361279e-61,1.681414471172814e-57,Dep.3
ENSG00000135678,2274.7302929597136,2.7197328178679983,0.17850066651338933,15.236541526661421,2.0229886687245896e-52,3.49977039689354e-49,Dep.3
ENSG00000159640,717.0551719225142,3.5695170344967035,0.23454195129323696,15.21909839504107,2.6414622059254907e-52,4.112756654625989e-49,Dep.3
ENSG00000145901,3053.762415172478,2.0504561822228764,0.14006577267550735,14.63923800265752,1.578271131473817e-48,2.2339710470043027e-45,Dep.3
ENSG00000167768,14986.22572357703,-1.6693144589102706,0.12000782892810898,-13.910046317980456,5.504379298034219e-44,7.1419321391994e-41,Dep.3
ENSG00000124491,8501.857000841097,-1.7225179950507374,0.1279799503774,-13.459280066691736,2.7154905904450576e-41,3.252322191786888e-38,Dep.3
ENSG00000265107,423.5283526167484,3.608437017755476,0.28801394107857275,12.528688730282894,5.2015565749191674e-36,5.7848739908208165e-33,Dep.3
ENSG00000027869,709.8732745576945,2.8374689589189455,0.22925834987901503,12.376731143778816,3.49281133461096e-35,3.625538165326176e-32,Dep.3
