Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Locus
ENSG00000088053,2058.8286033969957,-5.6750987205618015,0.37290212039971915,-15.218735453900292,2.656155687532548e-52,5.3718092624658246e-48,AAVS1
ENSG00000073737,4614.418671639582,6.1955177821587935,0.41469595576444085,14.939904033397482,1.8123604511850468e-50,1.8326588882383195e-46,AAVS1
ENSG00000100453,5891.021477206342,5.230089600893131,0.36304201158919824,14.406293029279658,4.723933665015665e-47,3.18456114804256e-43,AAVS1
ENSG00000101000,1138.3409647622846,4.327552690718819,0.3493821171286384,12.386302785856278,3.1000933244167943e-35,1.5674071848251312e-31,AAVS1
ENSG00000163751,155032.8652197749,3.5244856323670026,0.28740542875955216,12.263114331482033,1.4290026731151297e-34,5.7800300122160765e-31,AAVS1
ENSG00000117318,840.6799021511526,4.917574683776007,0.40542397548601505,12.129461948768338,7.3732284900834555e-34,2.48526954972413e-30,AAVS1
ENSG00000149573,574.5883942589384,4.6096973561151655,0.38985811116177804,11.82403860311706,2.932406694706429e-32,8.472141856248975e-29,AAVS1
ENSG00000072952,667.0730509597475,-5.324161158646701,0.4734472139528451,-11.245522207628795,2.4365046155539673e-29,6.15948366812043e-26,AAVS1
ENSG00000189223,332.85682632724956,7.405096556195393,0.6633827637020335,11.162630326526667,6.212580810176214e-29,1.396035936722264e-25,AAVS1
ENSG00000116824,889.8680374945494,5.091337735497275,0.45923738926328705,11.086505268364247,1.4587593297573911e-28,2.950194868501348e-25,AAVS1
ENSG00000143627,881.2211476204574,-3.9034932846487567,0.35682488766246,-10.939520811511562,7.459311613462364e-28,1.371428346096935e-24,AAVS1
ENSG00000164604,755.4796193765155,4.991333383841167,0.47014862383654876,10.616501103651952,2.4974746776070301e-26,4.209077323327048e-23,AAVS1
ENSG00000116741,2025.215096377532,3.4738930676137536,0.33306493471820825,10.430077457877285,1.8074089869350693e-25,2.811772257828834e-22,AAVS1
